run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR8522815	SAMN10862340	SRS4320633	SRX5325663	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	125_03Sep18	PAIRED	AMPLICON	METAGENOMIC	PCR	44718	26920236	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	125_03Sep18	057ed8b39cbb3642f18ea5b225fa9e4f;e130336e272568ce9c4896865f6fc442	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522815/SRR8522815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522815/SRR8522815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522815/SRR8522815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522815/SRR8522815_2.fastq.gz	125_03Sep18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5275166	SAMN06350892	SRS1994234	SRX2579117	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JO_16May15	PAIRED	AMPLICON	METAGENOMIC	PCR	192240	115728480	2017-02-28	2017-02-28	Illumina MiSeq sequencing: Characterization of gut microbiota in capsule FMT patients and donors	Capsule Patients	PRJNA311224	JO_16May15	3f8744e0dd20d1542c30efe7fc752561;ff743bf9bae6cb2b2628c435a471fa61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5275166/SRR5275166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5275166/SRR5275166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5275166/SRR5275166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/006/SRR5275166/SRR5275166_2.fastq.gz	JO_16May15		Metagenome or environmental sample from gut metagenome	2017-02-28
SRR5275168	SAMN06350890	SRS1994237	SRX2579119	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	44_21Apr15	PAIRED	AMPLICON	METAGENOMIC	PCR	287353	172986506	2017-02-28	2017-02-28	Illumina MiSeq sequencing: Characterization of gut microbiota in capsule FMT patients and donors	Capsule Patients	PRJNA311224	44_21Apr15	5f87db29dda2a8540361c5c037f6b7d3;89333f0d110a54f0f6da5c6cbba4128d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5275168/SRR5275168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5275168/SRR5275168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5275168/SRR5275168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/008/SRR5275168/SRR5275168_2.fastq.gz	44_21Apr15		Metagenome or environmental sample from gut metagenome	2017-02-28
SRR8522817	SAMN10862342	SRS4320631	SRX5325661	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	125_08Jan18	PAIRED	AMPLICON	METAGENOMIC	PCR	63582	38276364	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	125_08Jan18	391ce762525845e2b2bc52083860e0a7;5bd59d93c278cfd200d1e0d35d64f99d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522817/SRR8522817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522817/SRR8522817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522817/SRR8522817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522817/SRR8522817_2.fastq.gz	125_08Jan18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5275172	SAMN06350886	SRS1994240	SRX2579123	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	20_02Jul14	PAIRED	AMPLICON	METAGENOMIC	PCR	123222	74179644	2017-02-28	2017-02-28	Illumina MiSeq sequencing: Characterization of gut microbiota in capsule FMT patients and donors	Capsule Patients	PRJNA311224	20_02Jul14	d0e99e24ce1362d3bcd3904d3de8a58e;6547a44fc6d6683ba0947a8ece8cd40a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/002/SRR5275172/SRR5275172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/002/SRR5275172/SRR5275172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/002/SRR5275172/SRR5275172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/002/SRR5275172/SRR5275172_2.fastq.gz	20_02Jul14		Metagenome or environmental sample from gut metagenome	2017-02-28
SRR8522819	SAMN10862344	SRS4320629	SRX5325659	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	125_18Dec17	PAIRED	AMPLICON	METAGENOMIC	PCR	53823	32401446	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	125_18Dec17	c727b43ce97da6bb129054eb36b3e845;80403db1f4b02bed5723b06d59657cde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522819/SRR8522819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522819/SRR8522819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522819/SRR8522819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522819/SRR8522819_2.fastq.gz	125_18Dec17		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR8522820	SAMN10862345	SRS4320628	SRX5325658	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	125_22Aug18	PAIRED	AMPLICON	METAGENOMIC	PCR	54057	32542314	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	125_22Aug18	43db936d1a1f9028dce83bd7634ca719;216fed844b9edcc1e004a7612dfa1091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522820/SRR8522820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522820/SRR8522820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522820/SRR8522820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522820/SRR8522820_2.fastq.gz	125_22Aug18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR8522821	SAMN10862346	SRS4320627	SRX5325657	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	125_25Dec17	PAIRED	AMPLICON	METAGENOMIC	PCR	43891	26422382	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	125_25Dec17	bacff7264084f89861445440aa0a2ca9;75449f6a3ec23db515becdb69a67caad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522821/SRR8522821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522821/SRR8522821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522821/SRR8522821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522821/SRR8522821_2.fastq.gz	125_25Dec17		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5535489	SAMN06961996	SRS2184958	SRX2805091	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	AS-22Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	71849	43253098	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	AS-22Feb17	46d3de2feadb439840061948673cf230;f2d042ec86d8e38373f3d988245086ba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535489/SRR5535489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535489/SRR5535489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535489/SRR5535489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5535489/SRR5535489_2.fastq.gz	AS-22Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR8522828	SAMN10862285	SRS4320620	SRX5325650	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	112_16Dec17	PAIRED	AMPLICON	METAGENOMIC	PCR	58441	35181482	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	112_16Dec17	2b09a649a5a78da69b063cb05fe31d87;b798ea06bb5f974b6f77ba93f5f65857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522828/SRR8522828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522828/SRR8522828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522828/SRR8522828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522828/SRR8522828_2.fastq.gz	112_16Dec17		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5535491	SAMN06962002	SRS2184956	SRX2805089	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH2-12Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	85187	51282574	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	EH2-12Feb17	573e59d534c9ef9a872476a96f31be06;1b978dafa196c2efe18ed0ad8c13d83b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5535491/SRR5535491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5535491/SRR5535491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5535491/SRR5535491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5535491/SRR5535491_2.fastq.gz	EH2-12Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR8522831	SAMN10862282	SRS4320617	SRX5325647	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	111_07Dec17	PAIRED	AMPLICON	METAGENOMIC	PCR	73094	44002588	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	111_07Dec17	e93bfc8acb1f90e56a87c157294990c2;3c22c9e3b81a3b2d81ecbc12cdde1bde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522831/SRR8522831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522831/SRR8522831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522831/SRR8522831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522831/SRR8522831_2.fastq.gz	111_07Dec17		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5535492	SAMN06961999	SRS2184955	SRX2805088	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BT-23Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	58493	35212786	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	BT-23Feb17	34f1f30ee58b5fa86091dd5af11be0fe;3634323eb7884eaaaac7d640d103edc9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5535492/SRR5535492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5535492/SRR5535492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5535492/SRR5535492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5535492/SRR5535492_2.fastq.gz	BT-23Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR8522832	SAMN10862347	SRS4320616	SRX5325646	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	126_01Sep18	PAIRED	AMPLICON	METAGENOMIC	PCR	48513	29204826	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	126_01Sep18	69201e85c109419b37741ff7aaddf3da;2e49904deb3b5b96363b91e82a824d0e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8522832/SRR8522832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8522832/SRR8522832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8522832/SRR8522832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/002/SRR8522832/SRR8522832_2.fastq.gz	126_01Sep18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5535494	SAMN06962003	SRS2184954	SRX2805086	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH2-16Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	59080	35566160	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	EH2-16Feb17	1169416d4e9fc549a37187edbea99394;9fd824282247ffa1af2a45e16f5ce4ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535494/SRR5535494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535494/SRR5535494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535494/SRR5535494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5535494/SRR5535494_2.fastq.gz	EH2-16Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR8522833	SAMN10862329	SRS4320615	SRX5325645	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	122_09Jun18	PAIRED	AMPLICON	METAGENOMIC	PCR	73093	44001986	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	122_09Jun18	bf79bbae3e1c214ea5d52d1b8407dc42;2504b256f2c143111117e309198e4edf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8522833/SRR8522833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8522833/SRR8522833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8522833/SRR8522833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/003/SRR8522833/SRR8522833_2.fastq.gz	122_09Jun18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR8522834	SAMN10862337	SRS4320614	SRX5325644	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	124_17Aug18	PAIRED	AMPLICON	METAGENOMIC	PCR	51458	30977716	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	124_17Aug18	843ba183e3fde59ac71a9376dc225b84;759cb3152817ff8cd822dff924b7972a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522834/SRR8522834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522834/SRR8522834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522834/SRR8522834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522834/SRR8522834_2.fastq.gz	124_17Aug18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5535503	SAMN06962010	SRS2184945	SRX2805077	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SJ-13Feb17	PAIRED	AMPLICON	METAGENOMIC	PCR	77740	46799480	2017-05-14	2017-05-14	Illumina MiSeq sequencing: Characterization of the gut bacterial communities in patients treated with capsule FMT	Capsule Patients	PRJNA311224	SJ-13Feb17	d2cf41daa033d0fd1f9758638fe9c082;3f776ed98b3d9025c0408127a70bf4f1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5535503/SRR5535503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5535503/SRR5535503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5535503/SRR5535503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5535503/SRR5535503_2.fastq.gz	SJ-13Feb17		Metagenome or environmental sample from gut metagenome	2017-05-14
SRR6248896	SAMN07968062	SRS2654975	SRX3355877	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SS2_08_Jul17	PAIRED	AMPLICON	METAGENOMIC	PCR	42998	25884796	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	SS2_08_Jul17	bc072e10f507f450121bd8c16b5f09da;e7f8a306867e008ec3fc8f13c5229a75	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/006/SRR6248896/SRR6248896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/006/SRR6248896/SRR6248896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/006/SRR6248896/SRR6248896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/006/SRR6248896/SRR6248896_2.fastq.gz	SS2_08_Jul17		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR8522835	SAMN10862289	SRS4320613	SRX5325643	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	113_19Jan18	PAIRED	AMPLICON	METAGENOMIC	PCR	44676	26894952	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	113_19Jan18	d6291ebf8eef46bfe60abc87eb46c4e8;e9e8054c38b6e930129b5695ba2fbc56	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522835/SRR8522835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522835/SRR8522835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522835/SRR8522835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522835/SRR8522835_2.fastq.gz	113_19Jan18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR8522840	SAMN10862292	SRS4320608	SRX5325638	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	114_15Apr18	PAIRED	AMPLICON	METAGENOMIC	PCR	51503	31004806	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	114_15Apr18	20e77728a48c2300f3dc34b239c283a3;896c9b48bdc2613d2cbac3c2a71de6b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522840/SRR8522840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522840/SRR8522840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522840/SRR8522840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/000/SRR8522840/SRR8522840_2.fastq.gz	114_15Apr18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR3201880	SAMN04480794	SRS1299549	SRX1611369	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC-30Jun15	PAIRED	AMPLICON	METAGENOMIC	PCR	124990	75243980	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC-30Jun15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC-30Jun15	22ac7603f9e37d5b74683a36343759a7;173059a2b9129c110cf7ea3e860660e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201880/SRR3201880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201880/SRR3201880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201880/SRR3201880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201880/SRR3201880_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3201884	SAMN04480794	SRS1299549	SRX1611373	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AJ-05Aug15	PAIRED	AMPLICON	METAGENOMIC	PCR	309049	186047498	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AJ-05Aug15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AJ-05Aug15	0a033308bbcce124af7df0ebece31864;e3c742e73832274ef038ae41955ae361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3201884/SRR3201884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3201884/SRR3201884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3201884/SRR3201884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3201884/SRR3201884_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR8522845	SAMN10862309	SRS4320603	SRX5325633	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	118_26May18	PAIRED	AMPLICON	METAGENOMIC	PCR	62305	37507610	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	118_26May18	0cda41f775c985395d566ae37346ad44;58d0b87a0d91f987d9af447298ea9c9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522845/SRR8522845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522845/SRR8522845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522845/SRR8522845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522845/SRR8522845_2.fastq.gz	118_26May18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR3201885	SAMN04480794	SRS1299549	SRX1611374	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AJ-21May15	PAIRED	AMPLICON	METAGENOMIC	PCR	340461	204957522	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AJ-21May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AJ-21May15	30a4cb792c5079c46cf3d1a5a5f2c98d;56c54fd038545b395543bb90e2eea8fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3201885/SRR3201885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3201885/SRR3201885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3201885/SRR3201885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3201885/SRR3201885_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR8522849	SAMN10862313	SRS4320599	SRX5325629	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	120_07Sep18	PAIRED	AMPLICON	METAGENOMIC	PCR	38967	23458134	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	120_07Sep18	0c7c7d9bbaaca9d9a815cbf22b5180a3;568c5942a4efb3893b941c3d0b49a0a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522849/SRR8522849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522849/SRR8522849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522849/SRR8522849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522849/SRR8522849_2.fastq.gz	120_07Sep18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR3201887	SAMN04480794	SRS1299549	SRX1611376	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AJ-30May15	PAIRED	AMPLICON	METAGENOMIC	PCR	326141	196336882	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AJ-30May15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AJ-30May15	9fe458ac2902ca500e8e414defddb6f7;e9908fc7c88a12cea9f0e3fa8d813ac0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3201887/SRR3201887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3201887/SRR3201887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3201887/SRR3201887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3201887/SRR3201887_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR8522854	SAMN10862348	SRS4320594	SRX5325624	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	126_05Sep18	PAIRED	AMPLICON	METAGENOMIC	PCR	62089	37377578	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	126_05Sep18	6c85ff200d21fd2adf8327918b0d590d;5a7f8eaa89ea0684eebaa2857c64f5c5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522854/SRR8522854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522854/SRR8522854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522854/SRR8522854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522854/SRR8522854_2.fastq.gz	126_05Sep18		Metagenome or environmental sample from gut metagenome	2019-02-02
